,B01003_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B01001I_001E,B09020_001E,B15003_002E,B15003_017E,B15003_022E,B15003_023E,B15003_025E,B17001_002E,B27001_002E,B27001_030E,NAME,state,place
26629,922,9,9,0,17,0,24,0,18,16,64,0,0,828,42,0,16,0,0,0,157,0,316,89,46,0,127,486,436,"Graniteville CDP, Vermont",50,29425
26630,114,0,5,9,0,8,0,0,5,7,4,8,7,114,0,0,0,0,0,0,53,0,9,44,26,2,6,47,67,"Greensboro CDP, Vermont",50,30100
26631,214,3,0,4,0,0,2,4,10,5,0,5,3,194,3,0,0,0,0,0,36,0,29,22,18,0,13,97,113,"Greensboro Bend CDP, Vermont",50,30325
26632,453,19,3,17,7,6,7,8,9,3,3,10,0,381,0,14,0,0,4,15,92,0,98,32,36,0,67,217,236,"Groton CDP, Vermont",50,30475
26633,1450,54,24,45,8,0,10,17,23,52,24,15,11,1383,18,0,0,0,0,0,283,22,344,174,38,0,166,702,748,"Hardwick CDP, Vermont",50,31750
26634,288,0,0,9,0,0,0,0,9,0,0,0,0,208,0,0,0,0,0,0,18,0,76,24,34,0,80,155,133,"Hartland CDP, Vermont",50,32350
26635,807,0,1,0,20,0,0,0,17,49,0,20,18,782,14,0,0,11,0,1,125,0,116,214,68,0,62,394,413,"Hinesburg CDP, Vermont",50,33400
26636,493,7,8,17,16,0,2,3,1,16,4,0,5,453,0,1,35,0,0,0,79,0,56,94,44,15,46,247,246,"Hyde Park village, Vermont",50,34975
26637,127,0,10,0,0,3,0,0,6,3,6,6,0,127,0,0,0,0,0,0,34,3,21,22,4,0,16,76,51,"Irasburg CDP, Vermont",50,35500
26638,754,17,3,6,26,5,0,7,6,20,17,17,18,706,11,0,15,0,0,4,142,0,322,37,6,2,145,401,353,"Island Pond CDP, Vermont",50,35725
26639,203,0,0,5,5,3,5,0,10,0,7,5,4,193,5,0,0,0,1,5,44,0,76,13,20,2,10,107,96,"Jacksonville village, Vermont",50,36025
26640,793,9,4,0,3,0,0,0,0,14,0,13,17,744,0,6,9,0,0,23,60,0,143,138,29,3,108,403,388,"Jeffersonville village, Vermont",50,36475
26641,1420,21,11,22,13,25,0,9,38,22,0,23,0,1412,8,0,0,0,0,31,184,0,76,413,128,36,27,772,648,"Jericho village, Vermont",50,36625
26642,1462,3,27,2,21,14,19,3,3,7,6,0,20,1382,28,24,4,0,5,33,125,2,153,50,85,16,228,696,766,"Johnson village, Vermont",50,37000
26643,161,2,0,2,3,0,3,0,0,3,3,0,2,161,0,0,0,0,0,10,18,0,47,17,5,0,11,59,102,"Lowell CDP, Vermont",50,40450
26644,866,12,7,22,6,7,33,9,32,29,14,20,37,794,10,0,18,0,1,6,228,7,191,125,58,9,119,393,424,"Ludlow village, Vermont",50,41200
26645,1390,0,29,47,17,0,25,14,18,14,12,24,25,1362,0,0,21,0,0,0,225,0,265,102,60,0,386,776,612,"Lyndonville village, Vermont",50,41950
26646,603,6,16,39,16,20,16,11,1,32,48,31,64,592,0,0,8,0,0,6,300,0,83,194,58,8,57,243,360,"Manchester village, Vermont",50,42700
26647,2444,12,52,68,35,11,0,0,70,64,14,95,26,2411,23,10,0,0,0,22,447,0,467,306,127,0,150,1154,1290,"Manchester Center CDP, Vermont",50,42925
26648,307,2,4,9,6,3,1,0,0,18,6,5,4,298,0,0,0,0,0,15,58,3,36,44,18,7,65,139,168,"Marshfield village, Vermont",50,43525
26649,7024,10,104,87,79,60,78,82,68,119,184,102,160,6104,130,3,401,0,90,316,1133,0,846,645,495,180,648,3241,3650,"Middlebury CDP, Vermont",50,44275
26650,2202,42,22,36,14,15,0,23,25,26,34,90,51,2202,0,0,0,0,0,0,378,52,418,261,31,0,194,1095,1087,"Milton CDP, Vermont",50,45175
26651,7584,43,134,136,93,60,45,114,243,170,110,119,179,7193,172,0,62,0,0,168,1446,30,960,1563,1159,183,816,3452,4123,"Montpelier city, Vermont",50,46000
26652,2128,17,42,37,49,19,20,31,22,42,75,68,72,2038,56,10,0,0,0,4,494,0,414,289,103,6,325,954,1118,"Morrisville village, Vermont",50,46825
26653,342,14,1,5,5,2,3,0,14,19,4,8,10,322,10,0,6,0,0,9,85,1,92,41,31,3,40,170,172,"Newbury village, Vermont",50,48100
26654,95,0,0,5,0,0,0,5,0,0,4,0,1,95,0,0,0,0,0,0,15,0,18,35,8,4,20,46,49,"Newfane village, Vermont",50,48325
26655,4372,51,83,74,25,63,38,81,44,79,63,72,104,4275,27,4,0,0,0,16,777,11,997,305,172,37,735,1851,2064,"Newport city, Vermont",50,48850
26656,345,0,18,20,4,0,0,4,0,9,32,0,30,336,0,0,0,0,0,4,117,0,64,45,0,0,22,154,191,"Newport Center CDP, Vermont",50,49000
26657,1685,10,34,33,25,16,23,37,25,33,16,17,36,1515,82,0,27,0,12,58,305,5,131,200,125,26,131,794,878,"North Bennington village, Vermont",50,49075
26658,2012,21,18,36,24,7,6,29,51,29,86,18,87,1948,24,0,9,0,0,39,412,9,430,158,166,41,201,1049,895,"Northfield CDP, Vermont",50,50200
26659,131,0,0,0,0,9,0,0,0,8,0,0,0,131,0,0,0,0,0,0,17,0,40,0,9,0,0,65,66,"North Hartland CDP, Vermont",50,50500
26660,655,18,13,0,0,26,0,0,9,5,5,23,80,578,0,0,0,0,0,0,179,18,195,7,0,0,181,186,435,"North Springfield CDP, Vermont",50,51925
26661,617,6,2,5,9,9,2,4,21,13,19,5,14,560,3,39,2,0,0,0,109,16,144,11,17,2,123,298,319,"North Troy village, Vermont",50,52075
26662,231,0,0,0,0,0,0,0,8,14,0,0,0,231,0,0,0,0,0,16,22,0,26,31,0,0,49,80,151,"North Westminster CDP, Vermont",50,52375
26663,783,4,18,6,8,8,0,32,15,4,15,10,13,680,0,0,29,0,33,0,133,0,0,228,197,53,13,328,455,"Norwich CDP, Vermont",50,52825
26664,179,3,4,8,1,3,0,1,7,7,5,0,0,175,0,0,1,0,0,0,39,0,11,34,46,16,4,100,79,"Old Bennington village, Vermont",50,53125
26665,926,3,14,16,14,0,10,6,12,15,4,14,8,816,31,7,4,0,0,11,116,5,166,75,23,0,193,476,450,"Orleans village, Vermont",50,53575
26666,128,2,2,1,3,0,0,1,4,1,2,2,2,126,0,0,0,0,0,0,20,0,34,14,6,0,3,66,62,"Perkinsville village, Vermont",50,54850
26667,634,22,10,14,0,12,10,0,10,0,10,36,9,559,6,28,41,0,0,0,133,0,128,146,29,0,68,285,349,"Pittsford CDP, Vermont",50,55525
26668,314,11,8,0,0,0,0,6,0,7,3,0,3,293,0,0,8,0,0,0,38,0,88,55,21,3,48,168,146,"Plainfield CDP, Vermont",50,55750
26669,1510,16,16,16,14,4,0,22,24,31,33,7,3,1418,37,0,13,0,17,29,186,2,269,86,71,19,199,716,794,"Poultney village, Vermont",50,56800
26670,409,21,10,7,0,23,3,4,32,11,8,12,0,409,0,0,0,0,0,2,131,0,75,43,7,0,37,210,199,"Proctorsville CDP, Vermont",50,57400
26671,456,14,9,21,12,4,5,0,13,24,9,38,9,420,36,0,0,0,0,0,158,6,78,51,84,6,92,181,275,"Putney CDP, Vermont",50,57625
26672,339,0,0,0,8,0,0,0,0,0,16,0,0,299,22,0,0,0,0,0,24,0,63,107,8,0,0,167,172,"Quechee CDP, Vermont",50,57775
26673,2160,52,28,31,53,16,26,44,5,76,100,23,50,2123,0,0,0,0,5,72,504,34,414,290,204,40,355,1024,1104,"Randolph CDP, Vermont",50,58000
26674,295,0,8,17,6,2,4,0,9,14,6,19,5,284,0,0,0,0,0,0,90,0,65,17,0,0,69,133,162,"Readsboro CDP, Vermont",50,58525
26675,1587,23,16,34,18,16,6,18,22,26,26,21,9,1503,0,42,0,0,0,39,235,3,438,55,22,6,320,743,844,"Richford CDP, Vermont",50,59050
26676,420,0,0,6,0,0,0,5,9,5,0,11,0,390,0,0,12,0,12,18,36,0,102,117,22,12,9,186,234,"Richmond CDP, Vermont",50,59200
26677,270,3,17,3,3,6,0,16,2,9,3,7,5,265,2,0,0,0,0,2,74,0,49,51,19,0,28,128,142,"Rochester CDP, Vermont",50,60025
26678,15740,127,233,257,244,199,177,157,405,263,350,243,309,15013,206,9,333,0,26,270,2964,92,3415,2130,880,88,2233,7344,7852,"Rutland city, Vermont",50,61225
26679,6847,44,48,65,49,51,49,70,93,118,78,82,79,6183,131,1,51,0,192,90,826,35,1283,1016,324,17,784,3125,3673,"St. Albans city, Vermont",50,61675
26680,5789,70,82,129,76,85,34,121,45,122,126,85,164,5648,19,0,75,0,0,151,1139,59,1231,665,450,19,803,2722,2770,"St. Johnsbury CDP, Vermont",50,62125
26681,464,0,0,14,0,0,0,5,13,14,0,0,5,400,1,0,0,18,0,0,51,0,40,101,52,10,108,219,245,"Saxtons River village, Vermont",50,62950
26682,545,15,52,47,0,0,21,14,14,16,0,0,0,545,0,0,0,0,0,0,179,0,66,114,83,17,68,311,234,"Shelburne CDP, Vermont",50,64225
26683,1271,10,7,23,27,33,0,5,17,24,37,27,0,1227,0,0,0,0,0,8,210,14,323,146,43,0,95,597,674,"South Barre CDP, Vermont",50,66025
26684,18773,238,262,312,223,226,319,250,302,415,344,324,555,16852,502,134,681,0,295,858,3770,104,2163,4614,1939,566,1054,8789,9581,"South Burlington city, Vermont",50,66175
26685,624,0,0,0,0,0,21,13,16,18,0,0,17,619,0,0,5,0,0,21,85,0,176,79,76,8,93,218,406,"South Royalton CDP, Vermont",50,68050
26686,543,0,11,0,11,0,40,0,10,0,12,13,0,508,0,0,0,0,0,0,97,0,109,83,6,0,106,319,224,"South Shaftsbury CDP, Vermont",50,68200
26687,3864,39,41,131,90,17,11,70,100,88,85,69,26,3669,33,35,8,0,0,54,767,0,1151,264,150,0,943,1893,1971,"Springfield CDP, Vermont",50,69475
26688,396,16,10,0,0,14,26,0,24,0,12,29,17,367,0,16,0,0,0,0,148,16,39,145,62,0,68,191,205,"Stowe CDP, Vermont",50,70450
26689,2632,31,30,43,10,40,24,51,59,52,40,65,53,2556,0,25,0,0,0,43,498,23,757,156,31,23,433,1113,1492,"Swanton village, Vermont",50,71650
26690,56,4,0,4,0,0,4,3,0,3,0,4,0,56,0,0,0,0,0,0,22,0,33,8,0,0,0,24,32,"Troy CDP, Vermont",50,73450
26691,2606,53,31,45,35,9,14,57,42,65,56,40,53,2563,15,15,0,0,5,26,500,5,529,406,108,14,261,1125,1448,"Vergennes city, Vermont",50,74650
26692,168,0,0,7,3,0,0,4,4,4,0,0,0,152,0,16,0,0,0,20,22,0,16,61,10,9,0,81,87,"Waitsfield CDP, Vermont",50,75250
26693,899,11,10,38,4,19,4,19,36,31,12,8,17,899,0,0,0,0,0,17,209,0,268,139,69,0,44,408,491,"Wallingford CDP, Vermont",50,75850
26694,1832,14,22,43,18,43,0,18,25,20,35,21,21,1777,0,0,20,0,22,40,280,0,263,320,163,27,145,936,883,"Waterbury village, Vermont",50,76900
26695,425,0,0,0,0,0,0,0,0,12,0,0,0,410,15,0,0,0,0,0,12,0,142,51,0,0,70,174,251,"Websterville CDP, Vermont",50,77800
26696,441,12,22,15,15,6,7,6,27,17,17,6,8,425,0,0,6,0,0,0,158,3,69,48,8,0,7,206,235,"Wells CDP, Vermont",50,77875
26697,382,3,7,0,5,9,9,11,7,9,15,0,18,343,0,0,17,15,0,8,93,2,89,36,9,2,84,179,203,"Wells River village, Vermont",50,78025
26698,2555,57,105,94,40,0,30,50,97,26,74,19,81,2244,58,0,97,0,7,79,673,0,529,472,139,22,400,1163,1392,"West Brattleboro CDP, Vermont",50,78850
26699,320,7,7,14,11,7,0,2,4,1,5,4,12,300,2,6,0,0,0,2,74,0,105,41,9,6,50,182,138,"West Burke village, Vermont",50,79150
26700,261,20,4,6,2,7,0,5,5,9,4,6,12,261,0,0,0,0,0,7,80,0,85,37,20,1,7,124,137,"Westminster village, Vermont",50,81325
26701,2143,35,72,31,49,0,35,22,32,51,38,12,28,2109,0,0,0,0,0,55,405,6,608,210,125,11,201,1109,1034,"West Rutland CDP, Vermont",50,82375
26702,2494,39,79,23,31,21,15,35,83,51,78,25,25,2310,4,0,137,0,0,27,505,7,437,283,151,38,385,1216,1278,"White River Junction CDP, Vermont",50,83575
26703,1451,67,11,57,0,0,0,0,58,38,19,0,0,1434,0,0,17,0,0,39,250,0,173,377,121,21,42,725,726,"Wilder CDP, Vermont",50,84025
26704,1195,18,13,21,45,0,20,0,21,32,11,0,23,1195,0,0,0,0,0,7,204,0,325,68,41,0,132,625,570,"Williamstown CDP, Vermont",50,84100
26705,419,0,0,22,4,6,5,0,0,4,4,5,4,410,0,0,0,0,0,27,54,0,100,84,9,0,17,226,193,"Wilmington CDP, Vermont",50,84625
26706,2113,11,1,8,8,24,17,11,58,2,15,23,56,1890,107,0,31,0,57,57,234,9,411,369,107,0,338,943,1118,"Windsor CDP, Vermont",50,85000
26707,7203,65,76,16,9,54,31,16,104,145,16,101,90,5821,321,22,836,0,104,200,723,120,1121,925,367,62,1812,3550,3587,"Winooski city, Vermont",50,85150
26708,1156,0,43,11,19,10,33,24,21,32,29,30,38,1113,5,0,0,0,15,45,290,0,91,300,183,5,150,440,685,"Woodstock village, Vermont",50,85900
26709,39,0,0,0,3,0,3,0,3,0,6,0,0,35,0,0,1,0,0,0,15,0,6,16,6,0,0,18,21,"Worcester CDP, Vermont",50,86050
26710,8044,138,122,135,83,148,73,171,145,220,237,122,149,7523,279,12,122,0,87,227,1743,60,1225,1189,601,130,1382,3853,4058,"Abingdon town, Virginia",51,00148
26711,404,3,14,10,2,0,6,5,14,8,4,9,24,309,68,0,0,0,8,30,99,2,75,51,16,0,31,170,169,"Accomac town, Virginia",51,00180
26712,1556,25,12,7,19,0,9,21,23,22,55,21,0,1531,25,0,0,0,0,0,214,0,316,194,66,0,121,719,837,"Adwolf CDP, Virginia",51,00468
26713,301,11,7,9,9,0,2,2,4,10,6,4,5,192,95,0,0,0,0,0,69,2,73,26,17,0,61,159,142,"Alberta town, Virginia",51,00724
26714,154710,1504,1375,1812,938,718,587,1313,1919,2332,1413,1052,1276,96411,34123,322,9603,54,6884,25900,16239,1554,12305,34403,25367,4408,16068,72312,79408,"Alexandria city, Virginia",51,01000
26715,118,18,0,0,0,0,0,8,0,0,0,0,0,39,79,0,0,0,0,0,26,0,34,8,0,0,0,60,58,"Allisonia CDP, Virginia",51,01256
26716,3443,55,25,76,26,18,60,66,37,117,43,105,132,2117,1191,0,18,0,101,125,760,92,799,250,174,6,766,1577,1756,"Altavista town, Virginia",51,01528
26717,906,13,17,29,13,4,11,0,24,8,0,35,35,647,255,0,0,0,0,0,189,28,241,164,4,0,21,450,360,"Amelia Court House CDP, Virginia",51,01640
26718,2748,26,34,63,20,26,53,30,79,90,102,29,68,1882,674,0,12,0,18,135,620,60,544,372,82,22,193,1302,1270,"Amherst town, Virginia",51,01672
26719,44504,548,588,540,352,269,267,454,625,634,588,489,664,23112,3348,137,10591,36,5679,14932,6018,811,5150,7654,4243,558,5166,22499,21456,"Annandale CDP, Virginia",51,01912
26720,1576,6,32,20,19,17,21,14,34,26,25,35,15,1454,79,0,2,0,0,6,264,28,247,102,52,5,531,777,799,"Appalachia town, Virginia",51,02040
26721,1301,0,0,17,0,0,0,0,10,9,19,0,0,1166,0,0,25,0,69,69,55,0,208,128,13,0,45,659,642,"Apple Mountain Lake CDP, Virginia",51,02064
26722,1748,14,53,42,28,14,25,52,77,43,44,47,45,1230,439,4,3,0,0,50,484,18,437,159,55,23,395,759,942,"Appomattox town, Virginia",51,02072
26723,6694,89,142,104,88,8,55,48,110,123,18,49,32,5341,638,10,190,0,143,576,866,18,758,1168,976,67,71,3392,3198,"Aquia Harbour CDP, Virginia",51,02112
26724,649,0,0,0,0,0,0,0,0,0,0,27,0,407,55,12,69,0,0,37,27,0,27,161,80,16,12,281,368,"Arcola CDP, Virginia",51,02248
26725,229534,1677,2260,2629,1511,998,1043,2018,2260,3060,1765,1489,1843,164102,20278,1013,23576,194,13029,35687,22553,2556,12078,59644,45450,7906,18502,111388,113931,"Arlington CDP, Virginia",51,03000
26726,779,0,0,0,0,0,0,0,22,0,22,0,14,579,200,0,0,0,0,0,58,0,135,9,0,27,192,411,368,"Arrington CDP, Virginia",51,03208
26727,49895,486,286,549,355,222,247,377,464,690,651,440,346,33917,4218,156,8358,13,945,6153,5113,248,2993,11679,7123,619,2111,23378,26267,"Ashburn CDP, Virginia",51,03320
26728,7554,45,156,92,100,87,62,114,142,121,106,83,193,5444,1705,38,162,19,6,621,1301,61,1119,678,249,113,1053,3513,3839,"Ashland town, Virginia",51,03368
26729,959,0,36,40,32,5,0,4,20,49,17,22,11,857,24,0,26,0,0,94,236,4,278,7,17,0,218,500,459,"Atkins CDP, Virginia",51,03512
26730,1019,25,0,17,0,9,0,36,0,16,0,72,0,691,328,0,0,0,0,20,175,0,283,219,20,0,24,439,541,"Atlantic CDP, Virginia",51,03528
26731,211,0,31,0,0,0,0,0,0,29,36,11,0,211,0,0,0,0,0,0,107,0,63,0,0,0,90,76,135,"Augusta Springs CDP, Virginia",51,03608
26732,24521,237,283,333,326,103,266,265,306,398,254,153,397,12505,4335,54,2776,0,3708,8673,3321,1056,2995,4042,2054,346,4678,11903,12434,"Bailey's Crossroads CDP, Virginia",51,04088
26733,74,0,0,0,0,0,0,0,0,0,0,0,0,71,2,0,0,0,1,1,0,0,36,0,0,0,2,46,28,"Baskerville CDP, Virginia",51,04856
26734,1107,22,20,33,43,10,9,6,28,34,7,37,12,593,409,0,0,0,105,105,261,60,184,78,0,6,290,560,547,"Bassett CDP, Virginia",51,04872
26735,834,0,48,24,30,31,9,11,16,40,65,15,0,797,37,0,0,0,0,0,289,0,105,161,94,0,27,391,443,"Basye CDP, Virginia",51,04920
26736,224,0,0,0,0,0,19,0,0,0,0,0,0,0,224,0,0,0,0,0,19,0,0,0,0,0,183,140,84,"Bayside CDP, Virginia",51,05200
26737,4866,40,10,34,47,22,0,22,29,73,14,16,31,4092,321,34,31,0,14,1010,338,48,909,438,203,32,119,2330,2526,"Bealeton CDP, Virginia",51,05336
26738,6500,66,99,147,106,74,78,57,64,132,200,191,147,4936,1456,0,13,4,0,14,1361,31,1190,730,164,15,1654,2680,3609,"Bedford town, Virginia",51,05544
26739,614,15,15,6,11,0,5,8,10,10,4,15,0,424,175,0,0,0,0,21,99,0,129,37,17,0,120,319,295,"Belle Haven town, Virginia",51,05912
26740,6918,72,151,103,86,26,51,120,126,112,158,43,93,5780,267,0,376,22,327,582,1141,100,483,1731,1148,199,326,3046,3818,"Belle Haven CDP, Virginia",51,05928
26741,6504,35,72,60,65,16,13,56,84,221,93,0,55,4226,1578,10,179,0,145,1199,770,109,1211,279,131,10,1294,3073,3431,"Bellwood CDP, Virginia",51,06216
26742,6563,36,50,81,82,11,0,47,60,101,34,11,0,4133,463,4,1667,20,36,304,513,36,308,1619,972,182,207,3316,3238,"Belmont CDP, Virginia",51,06275
26743,1112,0,48,51,12,26,13,14,24,70,24,17,15,1106,6,0,0,0,0,0,314,0,139,204,157,78,22,521,591,"Belmont Estates CDP, Virginia",51,06336
26744,203,0,0,15,14,0,0,0,16,0,19,0,15,203,0,0,0,0,0,0,79,0,43,14,0,0,0,83,120,"Belspring CDP, Virginia",51,06424
26745,1228,0,57,44,14,0,0,43,12,39,26,0,0,1111,117,0,0,0,0,0,235,0,261,108,86,0,501,601,627,"Belview CDP, Virginia",51,06512
26746,686,14,0,20,0,0,0,7,0,25,5,16,0,469,106,12,22,0,0,0,87,7,150,20,8,0,123,388,298,"Benns Church CDP, Virginia",51,06712
26747,6363,29,93,66,70,24,31,37,73,60,32,54,36,3922,1570,180,44,0,338,2504,605,100,1130,206,62,0,1894,3232,3121,"Bensley CDP, Virginia",51,06728
26748,4284,18,82,89,77,31,35,41,39,113,85,88,165,3568,402,0,89,0,25,314,863,74,540,377,393,73,322,2048,2128,"Berryville town, Virginia",51,06968
26749,4361,0,0,0,0,0,0,0,0,0,0,0,0,2960,740,24,58,108,174,715,0,8,339,446,150,0,216,1552,2169,"Bethel Manor CDP, Virginia",51,07160
26750,249,0,15,0,0,0,22,24,0,24,0,0,0,225,24,0,0,0,0,0,85,0,32,30,7,0,24,108,141,"Big Island CDP, Virginia",51,07400
26751,5395,61,44,68,0,54,36,33,55,93,32,103,111,4173,1076,0,12,0,8,222,690,74,632,542,195,46,1088,1965,2260,"Big Stone Gap town, Virginia",51,07480
26752,44079,131,277,307,136,118,106,164,356,281,188,159,177,34543,2152,150,5381,20,606,1947,2400,33,1286,4935,3628,2380,15391,23603,20212,"Blacksburg town, Virginia",51,07784
26753,3466,19,47,104,22,26,60,37,39,85,52,88,107,1604,1856,0,6,0,0,268,686,38,758,195,104,0,527,1805,1500,"Blackstone town, Virginia",51,07832
26754,941,0,0,58,23,0,2,13,16,39,36,6,3,577,215,0,0,0,145,145,196,7,228,38,34,0,60,468,473,"Blairs CDP, Virginia",51,07944
26755,430,0,8,41,7,32,0,0,0,31,6,0,8,426,0,0,0,0,0,0,133,0,77,42,0,0,71,245,185,"Bland CDP, Virginia",51,07976
26756,394,2,13,20,0,7,4,6,7,17,4,5,0,333,36,0,0,0,6,36,85,3,87,20,14,0,74,210,184,"Bloxom town, Virginia",51,08120
26757,5058,32,68,55,111,6,21,24,49,119,74,132,79,4457,357,50,90,0,15,199,770,37,1200,529,57,0,408,2135,2847,"Bluefield town, Virginia",51,08152
26758,3134,94,92,32,85,30,6,37,72,42,70,40,55,3019,59,0,0,0,17,0,655,20,713,578,204,0,166,1568,1566,"Blue Ridge CDP, Virginia",51,08200
26759,717,0,13,65,0,16,0,18,15,0,0,0,0,698,0,0,0,0,0,0,127,0,210,108,33,0,64,408,309,"Blue Ridge Shores CDP, Virginia",51,08264
26760,296,13,0,0,11,0,12,12,0,13,13,0,11,296,0,0,0,0,0,211,85,0,11,13,64,12,0,131,165,"Bobtown CDP, Virginia",51,08320
26761,17428,255,241,337,146,129,179,295,273,465,235,204,228,13672,1863,50,565,0,934,1810,2987,94,1832,3237,1705,254,926,7917,9073,"Bon Air CDP, Virginia",51,08472
26762,152,1,2,3,5,6,0,4,1,4,9,5,5,141,4,0,0,0,6,0,45,1,23,18,8,0,15,68,84,"Boones Mill town, Virginia",51,08584
26763,674,10,0,0,0,0,0,10,25,0,9,7,0,113,561,0,0,0,0,62,61,0,199,10,0,0,113,348,326,"Boston CDP, Virginia",51,08675
26764,1370,13,0,30,0,14,9,12,0,17,14,8,0,616,305,0,22,0,339,462,117,0,226,149,78,0,229,819,543,"Boswell's Corner CDP, Virginia",51,08708
26765,1239,39,10,11,24,8,10,18,21,21,22,36,49,856,364,2,0,0,6,26,269,7,288,159,33,8,168,481,641,"Bowling Green town, Virginia",51,08888
26766,809,20,12,11,7,7,2,4,22,15,3,17,3,602,58,19,18,0,3,95,123,0,94,103,49,11,32,385,424,"Boyce town, Virginia",51,08984
26767,322,4,5,16,7,2,3,16,10,6,4,3,4,261,47,0,0,0,12,15,80,2,26,81,32,2,17,124,145,"Boydton town, Virginia",51,09016
26768,909,3,14,6,2,0,12,4,6,11,9,8,12,519,254,7,6,0,4,52,87,10,108,99,44,10,161,388,521,"Boykins town, Virginia",51,09032
26769,1288,22,31,73,26,23,15,13,23,30,51,27,9,1221,53,0,0,0,0,14,343,0,241,160,28,7,113,580,708,"Bracey CDP, Virginia",51,09064
26770,19876,60,102,58,43,0,0,54,121,59,17,99,0,10498,1361,32,6068,0,228,1336,613,134,455,5796,3211,142,289,9438,10356,"Brambleton CDP, Virginia",51,09188
26771,96,0,0,0,1,0,0,1,2,1,3,1,1,90,5,0,0,0,1,0,10,0,21,5,4,0,6,42,54,"Branchville town, Virginia",51,09208
26772,13996,264,194,255,124,178,85,263,283,299,194,113,242,11148,1745,9,348,0,100,821,2494,100,1321,3433,1469,352,311,6969,6996,"Brandermill CDP, Virginia",51,09248
26773,5930,28,77,222,159,54,124,111,100,134,93,84,382,5527,222,9,27,0,34,118,1568,17,997,984,360,204,197,2571,3240,"Bridgewater town, Virginia",51,09656
26774,1470,0,57,17,0,0,55,0,18,38,15,0,73,1129,66,0,0,0,28,28,273,0,421,98,41,0,77,565,905,"Brightwood CDP, Virginia",51,09752
26775,17077,204,208,344,298,123,161,235,358,430,354,291,368,15098,1319,0,6,0,178,93,3374,163,3120,1842,746,86,3565,7839,9060,"Bristol city, Virginia",51,09816
26776,13859,39,46,54,25,10,16,27,51,117,65,9,14,8945,912,45,3048,4,183,1221,473,74,429,3587,2035,147,314,6549,7243,"Broadlands CDP, Virginia",51,09952
26777,3793,33,59,76,15,48,39,19,41,96,54,24,24,3623,44,0,76,0,2,344,528,113,565,332,179,0,407,1832,1961,"Broadway town, Virginia",51,10040
26778,247,1,4,2,5,1,6,2,22,2,1,6,3,134,113,0,0,0,0,3,55,2,60,20,13,0,17,141,106,"Brodnax town, Virginia",51,10072
26779,986,3,12,32,14,7,19,13,19,35,31,36,27,494,460,0,0,0,4,0,248,17,252,49,10,0,167,373,570,"Brookneal town, Virginia",51,10296
26780,1101,8,9,17,25,8,8,11,9,39,14,30,27,992,29,0,0,0,20,32,205,7,276,74,58,0,99,509,592,"Buchanan town, Virginia",51,10744
26781,17399,147,148,244,106,61,107,127,181,246,231,165,115,13800,1290,0,1271,28,166,1955,1878,203,1848,2994,2091,163,976,8399,8746,"Buckhall CDP, Virginia",51,10776
26782,110,8,0,15,8,0,0,0,8,12,0,0,0,110,0,0,0,0,0,0,51,0,0,22,19,0,0,42,68,"Buckingham Courthouse CDP, Virginia",51,10856
26783,6495,126,74,83,97,46,35,74,90,189,136,149,50,5784,165,0,475,0,0,46,1149,79,1451,352,217,64,1248,2909,3501,"Buena Vista city, Virginia",51,11032
26784,15235,30,0,119,13,0,0,61,166,73,88,156,77,8439,3448,28,1296,0,1397,5668,783,198,2408,2320,772,36,1603,7070,8165,"Bull Run CDP, Virginia",51,11230
26785,1401,0,20,37,9,8,0,9,11,34,15,0,8,1090,239,0,9,0,63,198,151,12,215,228,86,0,93,744,657,"Bull Run Mountain Estates CDP, Virginia",51,11245
26786,42710,535,761,825,404,246,93,559,784,954,500,269,235,29805,3178,133,7113,9,1070,5530,6165,284,3188,9698,6928,820,1151,20643,21297,"Burke CDP, Virginia",51,11464
26787,17969,143,232,334,228,82,73,244,327,273,201,124,153,12627,891,108,3053,0,429,3208,2414,41,1328,3937,2766,313,687,8368,9302,"Burke Centre CDP, Virginia",51,11470
26788,453,9,4,3,16,1,4,10,2,17,2,11,18,293,152,0,0,0,0,2,97,0,106,43,2,0,67,205,248,"Burkeville town, Virginia",51,11560
26789,202,0,7,7,14,5,0,6,0,13,11,0,0,172,24,0,3,0,3,28,63,0,76,8,0,3,43,92,110,"Callaghan CDP, Virginia",51,12136
26790,161,0,19,0,0,0,0,0,30,0,0,0,0,151,0,0,0,0,0,10,49,0,28,25,12,0,0,85,76,"Calverton CDP, Virginia",51,12264
26791,755,0,10,22,0,0,9,13,0,42,19,0,28,187,498,0,0,0,0,0,143,10,206,54,0,0,179,295,460,"Camptown CDP, Virginia",51,12590
26792,1442,16,18,31,10,35,0,33,45,13,18,31,9,1408,0,0,0,0,34,62,259,0,225,61,16,0,274,626,816,"Cana CDP, Virginia",51,12600
26793,1067,42,54,55,17,9,3,36,26,47,15,6,27,727,276,6,0,0,0,10,337,7,184,199,104,11,250,470,580,"Cape Charles town, Virginia",51,12808
26794,114,0,0,0,13,2,8,0,0,5,15,1,1,95,19,0,0,0,0,0,45,0,17,8,8,0,10,58,56,"Capron town, Virginia",51,12904
