,B01003_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B01001I_001E,B09020_001E,B15003_002E,B15003_017E,B15003_022E,B15003_023E,B15003_025E,B17001_002E,B27001_002E,B27001_030E,NAME,state,place
171,19561,229,315,546,419,274,233,181,447,652,409,275,476,18030,988,16,189,0,190,1019,4456,28,1758,4118,1846,251,1720,8867,10532,"Fairhope city, Alabama",01,25240
172,522,13,6,9,7,8,2,3,2,23,14,9,4,496,0,0,10,0,0,107,100,4,112,16,13,3,145,235,287,"Fairview town, Alabama",01,25384
173,1372,14,11,4,24,11,36,9,17,47,54,73,112,1295,40,19,0,0,0,14,412,18,363,54,42,2,233,516,536,"Falkville town, Alabama",01,25648
174,34,0,0,3,0,2,0,0,2,0,1,0,2,22,5,0,0,0,0,0,10,0,5,11,0,0,0,15,19,"Faunsdale town, Alabama",01,25816
175,4421,45,30,76,56,19,48,24,21,146,109,79,111,2989,1140,0,55,0,0,176,764,46,830,463,148,37,1038,2044,2199,"Fayette city, Alabama",01,25840
176,1395,47,70,33,73,0,62,0,58,63,42,34,0,1295,62,0,0,0,0,0,482,30,184,35,30,0,428,700,695,"Fayetteville CDP, Alabama",01,25864
177,45,9,0,0,0,0,0,0,7,0,0,13,16,32,13,0,0,0,0,0,45,0,0,0,0,0,13,9,36,"Fitzpatrick CDP, Alabama",01,26152
178,192,6,4,2,2,3,3,4,0,10,0,5,5,56,135,0,0,0,1,0,44,2,64,4,0,0,35,100,92,"Five Points town, Alabama",01,26200
179,1770,15,13,26,22,4,11,29,33,44,24,26,22,863,804,56,0,0,19,43,269,13,485,103,23,3,767,869,901,"Flomaton town, Alabama",01,26824
180,1751,41,66,76,15,25,10,51,34,74,75,24,25,1408,269,15,0,5,0,19,516,7,500,89,6,0,390,858,893,"Florala town, Alabama",01,26848
181,39824,436,470,700,528,361,366,473,551,1033,965,687,726,31078,7487,139,258,23,134,1347,7296,354,6213,4133,2101,369,8369,18238,20872,"Florence city, Alabama",01,26896
182,17315,577,283,497,439,291,284,152,331,670,554,463,172,13949,2728,56,114,0,396,677,4713,94,3236,2307,903,98,2279,7949,9226,"Foley city, Alabama",01,26992
183,10118,174,170,119,81,51,95,179,134,243,151,86,161,2410,7395,81,29,0,103,255,1644,14,1482,1181,409,112,1560,4535,5572,"Forestdale CDP, Alabama",01,27088
184,740,2,5,16,26,6,0,23,29,6,48,8,7,184,515,41,0,0,0,1,176,33,140,29,23,0,230,361,379,"Forkland town, Alabama",01,27376
185,1575,11,7,16,10,5,0,0,35,6,8,7,25,275,1300,0,0,0,0,0,130,2,368,60,84,3,376,682,893,"Fort Deposit town, Alabama",01,27520
186,14017,185,234,285,109,22,23,142,192,249,172,105,112,11368,429,112,117,557,888,2895,1830,332,2074,705,432,15,2953,6714,6911,"Fort Payne city, Alabama",01,27616
187,5149,0,0,0,0,0,0,0,0,0,0,0,0,4001,352,63,115,0,241,746,0,0,246,561,182,11,667,1430,1774,"Fort Rucker CDP, Alabama",01,27640
188,192,1,3,4,9,0,0,3,7,9,6,0,0,99,89,0,0,0,4,4,42,1,26,16,30,0,16,96,96,"Franklin town, Alabama",01,28024
189,299,9,31,0,0,0,8,19,0,0,0,8,0,284,15,0,0,0,0,0,75,0,43,29,19,0,74,97,202,"Fredonia CDP, Alabama",01,28120
190,1400,3,14,19,25,25,5,66,13,46,30,21,3,654,656,38,32,0,0,0,270,77,386,16,39,0,431,591,809,"Frisco City town, Alabama",01,28312
191,75,0,0,0,0,7,0,0,0,0,15,0,0,75,0,0,0,0,0,0,22,0,36,0,0,0,14,30,45,"Fruitdale CDP, Alabama",01,28408
192,293,2,2,5,1,5,2,3,3,9,0,3,0,289,0,0,3,0,0,1,35,0,60,14,1,2,51,157,136,"Fruithurst town, Alabama",01,28432
193,224,2,8,2,6,0,4,5,5,12,0,8,4,167,57,0,0,0,0,0,56,0,83,0,0,0,61,101,123,"Fulton town, Alabama",01,28504
194,9012,82,81,104,104,45,84,213,239,216,121,183,63,6775,1406,55,181,0,463,772,1535,33,1371,1166,391,56,1170,4269,4676,"Fultondale city, Alabama",01,28552
195,1478,13,9,15,8,6,4,15,12,5,35,18,9,1393,17,12,0,0,0,12,149,3,275,70,50,0,211,782,696,"Fyffe town, Alabama",01,28672
196,35832,428,429,589,532,380,279,374,788,854,664,677,560,21520,12539,324,324,0,430,2156,6554,574,5864,2335,986,168,9495,17110,18244,"Gadsden city, Alabama",01,28696
197,231,0,3,4,0,2,0,0,0,0,2,0,0,20,197,0,0,0,0,0,11,0,55,20,3,0,118,114,117,"Gainesville town, Alabama",01,28768
198,604,0,35,9,18,4,0,0,20,31,9,4,18,604,0,0,0,0,0,0,148,0,109,32,7,9,67,395,208,"Gallant CDP, Alabama",01,28816
199,167,0,0,4,7,1,0,1,0,8,7,6,0,149,18,0,0,0,0,0,34,1,30,17,0,0,14,82,85,"Gantt town, Alabama",01,28936
200,498,9,5,2,2,4,2,12,6,20,12,6,0,474,0,0,0,0,0,0,80,2,117,36,8,0,168,269,229,"Garden City town, Alabama",01,29032
201,13799,148,216,266,230,154,77,179,153,514,260,324,146,11553,1614,29,332,0,199,258,2667,29,2647,1667,685,100,1312,6585,7077,"Gardendale city, Alabama",01,29056
202,194,0,0,3,9,5,2,2,0,8,19,7,2,187,0,5,0,0,0,0,57,3,45,18,8,0,35,94,100,"Gaylesville town, Alabama",01,29296
203,306,11,1,6,2,0,0,0,0,8,2,0,1,135,167,0,0,0,0,4,31,0,73,22,2,1,94,170,136,"Geiger town, Alabama",01,29392
204,4407,11,79,65,121,22,21,11,57,153,122,66,99,3590,613,0,94,0,0,52,827,0,921,280,114,0,1119,1969,2259,"Geneva city, Alabama",01,29464
205,1787,0,29,36,27,67,28,18,11,64,92,19,58,453,1295,7,32,0,0,0,449,16,518,49,19,41,568,869,836,"Georgiana town, Alabama",01,29560
206,906,11,13,17,13,14,2,23,2,24,24,14,9,866,0,12,0,0,0,4,166,7,198,62,37,0,148,390,509,"Geraldine town, Alabama",01,29608
207,162,0,1,3,7,6,0,2,12,6,4,2,0,99,60,0,0,0,0,0,43,0,50,12,1,0,62,74,88,"Gilbertown town, Alabama",01,29704
208,412,10,0,2,6,8,2,15,6,18,19,5,6,330,78,0,0,0,0,0,97,4,97,31,23,0,47,191,221,"Glen Allen town, Alabama",01,29944
209,5116,46,60,182,90,119,0,119,215,86,171,75,51,4739,99,152,0,0,14,13,1214,0,1102,408,208,64,499,2238,2878,"Glencoe city, Alabama",01,29992
210,189,0,4,12,0,0,0,4,0,7,2,3,9,147,10,3,20,0,0,0,41,0,18,11,9,2,45,109,80,"Glenwood town, Alabama",01,30160
211,30,0,0,1,1,0,2,0,3,0,0,0,6,30,0,0,0,0,0,2,13,2,5,1,2,0,3,13,17,"Goldville town, Alabama",01,30448
212,2578,20,24,58,27,25,20,39,43,59,38,15,5,2289,0,27,63,0,152,633,373,33,345,157,89,0,265,1368,1210,"Good Hope town, Alabama",01,30496
213,1664,5,14,43,52,22,14,13,53,23,21,26,24,198,1466,0,0,0,0,0,310,0,403,61,29,0,513,879,733,"Goodwater town, Alabama",01,30640
214,1825,24,17,37,44,0,30,14,17,89,36,30,23,915,721,0,0,10,38,105,361,29,493,86,36,0,401,831,994,"Gordo town, Alabama",01,30736
215,289,5,3,18,5,0,0,1,9,18,6,16,1,45,243,0,0,0,0,0,82,5,88,3,3,0,70,138,151,"Gordon town, Alabama",01,30760
216,203,2,5,4,1,3,0,3,5,10,6,2,10,2,187,0,0,0,0,0,51,6,51,12,5,0,81,93,110,"Gordonville town, Alabama",01,30808
217,362,2,6,2,5,7,2,6,9,2,5,18,4,327,28,5,0,2,0,11,68,0,43,43,14,0,77,157,205,"Goshen town, Alabama",01,30880
218,79,0,0,10,0,0,0,0,10,0,0,0,0,64,15,0,0,0,0,0,20,0,18,9,0,0,15,42,37,"Graham CDP, Alabama",01,31000
219,4076,18,88,86,8,47,0,53,23,83,180,45,41,3959,104,13,0,0,0,22,672,17,832,269,30,0,389,1945,2050,"Grand Bay CDP, Alabama",01,31024
220,1017,11,12,21,13,7,0,23,22,22,5,10,8,986,2,2,0,0,0,14,154,10,193,99,39,4,111,455,562,"Grant town, Alabama",01,31096
221,5295,0,80,84,12,12,58,0,114,176,72,51,82,2833,2218,0,119,0,80,304,741,34,1028,592,159,0,615,2241,3054,"Grayson Valley CDP, Alabama",01,31348
222,1983,12,41,38,41,18,0,38,29,50,112,41,37,1516,443,0,7,0,0,0,457,19,624,75,21,0,299,840,1143,"Graysville city, Alabama",01,31384
223,2452,28,22,50,47,22,24,18,18,92,46,95,52,753,1674,0,4,0,21,0,514,27,747,169,80,18,881,1051,1314,"Greensboro city, Alabama",01,31720
224,7766,58,73,185,87,35,84,64,67,203,151,76,129,3119,4307,0,192,0,0,32,1212,139,1541,658,348,44,1831,3615,3952,"Greenville city, Alabama",01,31912
225,732,10,2,15,0,0,0,11,8,13,14,0,0,470,218,0,3,0,0,94,73,15,158,35,4,0,179,376,356,"Grimes town, Alabama",01,32056
226,1555,11,13,21,11,40,19,5,36,12,38,19,35,863,692,0,0,0,0,7,260,2,392,158,44,11,334,644,807,"Grove Hill town, Alabama",01,32080
227,2413,18,50,91,25,25,25,13,51,62,41,40,80,2070,245,12,1,0,0,35,521,32,548,133,77,0,792,1153,1189,"Guin city, Alabama",01,32224
228,316,0,9,10,0,0,0,9,0,10,0,0,0,245,71,0,0,0,0,50,38,0,32,10,0,0,50,100,216,"Gulfcrest CDP, Alabama",01,32248
229,11358,249,373,240,363,52,34,267,370,549,204,168,96,11038,35,25,112,0,50,379,2965,34,2144,2182,872,126,1463,5137,6213,"Gulf Shores city, Alabama",01,32272
230,8333,97,173,194,170,118,84,80,186,231,164,141,157,6966,1013,23,98,2,76,226,1795,118,1138,1120,527,93,1467,3845,4222,"Guntersville city, Alabama",01,32416
231,726,10,2,11,10,2,3,12,9,21,2,10,8,552,105,4,0,0,0,10,100,3,157,52,12,0,234,315,411,"Gurley town, Alabama",01,32440
232,120,2,1,1,4,0,0,1,1,4,2,0,0,112,3,0,0,0,0,0,16,0,13,1,0,0,25,55,65,"Gu-Win town, Alabama",01,32536
233,1281,4,3,42,24,5,4,11,37,49,27,15,13,1268,0,9,4,0,0,14,234,34,221,59,36,1,242,599,682,"Hackleburg town, Alabama",01,32560
234,306,0,0,25,10,9,0,0,5,10,12,0,0,306,0,0,0,0,0,0,71,0,97,41,12,0,53,175,131,"Hackneyville CDP, Alabama",01,32584
235,110,2,3,5,0,2,2,0,9,0,4,0,1,102,8,0,0,0,0,0,28,2,13,17,6,0,10,57,53,"Haleburg town, Alabama",01,32656
236,3999,32,121,35,63,42,15,26,100,231,90,54,56,3823,46,0,0,12,76,395,865,79,831,267,68,7,907,1830,2035,"Haleyville city, Alabama",01,32704
237,6718,131,58,80,144,59,60,64,123,239,116,90,81,5917,519,13,0,0,35,167,1245,0,1165,346,235,11,1023,3064,3357,"Hamilton city, Alabama",01,32848
238,549,10,15,19,11,3,4,27,10,13,9,15,9,523,8,0,0,0,0,0,145,10,91,31,16,2,33,267,282,"Hammondville town, Alabama",01,32896
239,3297,41,68,64,66,67,31,92,73,104,89,171,98,3035,186,0,0,0,12,166,964,33,618,204,81,28,416,1459,1608,"Hanceville city, Alabama",01,32968
240,1486,5,5,72,30,22,0,30,52,31,42,4,23,1129,332,0,0,0,0,3,316,9,387,77,11,5,283,692,794,"Harpersville town, Alabama",01,33256
241,2605,26,51,37,32,48,5,57,38,40,84,25,94,1896,617,59,0,0,0,82,537,27,537,142,47,0,703,1227,1293,"Hartford city, Alabama",01,33424
242,14395,199,164,214,192,159,80,189,280,456,185,142,136,12668,1194,18,386,0,0,190,2396,68,2482,1489,701,106,1156,7174,7212,"Hartselle city, Alabama",01,33448
243,5839,31,0,160,15,13,43,99,56,159,53,0,53,4520,1070,0,32,0,30,210,682,44,681,919,281,67,392,3185,2654,"Harvest CDP, Alabama",01,33472
244,119,8,0,20,0,0,0,15,0,0,0,0,0,76,0,0,0,0,0,0,43,0,17,8,0,0,0,43,76,"Hatton CDP, Alabama",01,33544
245,1207,20,13,38,36,10,19,9,14,44,11,6,3,1131,20,28,3,0,7,7,223,18,270,84,44,0,74,579,628,"Hayden town, Alabama",01,33640
246,1186,2,16,14,19,3,0,27,0,17,28,3,2,92,1094,0,0,0,0,0,131,4,277,24,30,0,564,605,581,"Hayneville town, Alabama",01,33712
247,3554,70,42,43,86,5,12,37,32,253,44,20,27,2998,414,0,48,0,0,0,671,32,935,341,18,0,479,1790,1710,"Hazel Green CDP, Alabama",01,33808
248,4648,45,86,130,42,0,54,0,108,202,47,79,57,3202,1379,0,0,0,31,31,850,56,854,366,357,0,398,1986,2572,"Headland city, Alabama",01,33856
249,286,2,0,9,3,1,0,2,4,8,1,2,4,263,23,0,0,0,0,2,36,0,39,24,4,0,103,142,144,"Heath town, Alabama",01,33904
250,3448,59,58,81,27,16,24,48,122,34,25,129,115,3048,295,0,11,0,7,15,738,42,664,227,70,0,1056,1428,1839,"Heflin city, Alabama",01,33976
251,17928,147,157,258,204,90,17,161,160,387,193,60,87,14009,2391,33,492,12,343,414,1921,34,1626,4242,1257,180,634,8843,9085,"Helena city, Alabama",01,34024
252,1987,55,24,39,20,17,5,44,21,48,42,16,30,1772,0,38,18,0,115,115,361,21,540,36,36,5,498,1051,930,"Henagar city, Alabama",01,34096
253,380,11,18,16,6,8,4,13,9,17,11,11,6,360,1,0,2,0,0,0,130,0,89,50,35,4,28,171,209,"Highland Lake town, Alabama",01,34480
254,5394,30,67,120,55,17,0,36,124,79,20,57,42,4268,621,47,347,0,17,73,647,16,471,1740,591,126,130,2773,2621,"Highland Lakes CDP, Alabama",01,34490
255,612,11,6,24,14,9,0,7,21,15,20,6,2,117,495,0,0,0,0,4,135,5,180,16,10,0,114,278,334,"Hillsboro town, Alabama",01,34816
256,517,0,27,0,12,0,0,15,22,0,11,33,18,197,320,0,0,0,0,0,138,0,200,39,11,14,62,152,365,"Hissop CDP, Alabama",01,34984
257,194,0,0,37,10,0,0,0,0,49,0,26,7,194,0,0,0,0,0,0,129,0,90,13,0,0,66,98,96,"Hobson CDP, Alabama",01,35130
258,1035,3,9,3,7,2,13,8,17,11,10,13,6,75,958,0,0,0,2,0,102,25,178,46,9,0,483,490,539,"Hobson City town, Alabama",01,35152
259,339,0,9,2,3,4,0,4,12,6,4,3,0,334,0,0,3,0,0,0,47,10,70,27,5,2,52,176,161,"Hodges town, Alabama",01,35200
260,4294,0,119,57,119,48,0,40,166,69,120,101,9,4268,0,0,0,0,0,16,848,9,922,395,113,56,578,1995,2299,"Hokes Bluff city, Alabama",01,35392
261,905,0,0,19,20,0,28,24,0,0,37,51,0,894,11,0,0,0,0,0,179,0,252,15,0,0,208,350,555,"Hollins CDP, Alabama",01,35512
262,592,0,7,42,9,0,30,8,18,23,0,0,10,592,0,0,0,0,0,141,147,9,151,11,30,0,258,340,252,"Hollis Crossroads CDP, Alabama",01,35536
263,947,13,11,18,15,9,0,21,8,35,20,6,3,917,5,24,0,0,0,0,159,7,182,67,18,0,201,477,470,"Holly Pond town, Alabama",01,35560
264,1125,23,7,11,9,2,2,14,10,44,27,6,7,832,217,4,0,0,4,27,162,23,231,18,0,0,223,495,630,"Hollywood town, Alabama",01,35632
265,3955,51,49,20,44,5,4,21,21,50,49,16,13,1857,1826,8,0,0,258,1087,343,9,727,114,51,3,1275,1914,2041,"Holt CDP, Alabama",01,35704
266,4402,55,48,65,25,24,20,49,82,34,36,59,55,3948,420,0,0,0,0,33,552,60,674,382,206,0,283,2182,2204,"Holtville CDP, Alabama",01,35752
267,25678,259,165,187,103,104,85,255,187,161,191,260,435,20549,3647,23,659,0,363,913,2392,24,1648,5139,2360,793,2257,12489,13124,"Homewood city, Alabama",01,35800
268,84150,1137,1046,1321,1003,550,593,1003,1287,1583,1274,810,1004,61151,14794,204,4363,17,2134,4860,12611,224,6817,19942,8434,1973,5431,39101,44517,"Hoover city, Alabama",01,35896
269,265,5,4,7,9,0,1,2,1,5,5,10,1,264,0,0,0,0,0,2,50,3,49,8,0,0,42,142,123,"Horn Hill town, Alabama",01,36088
270,15698,229,158,255,166,124,62,343,296,267,283,228,341,9986,5290,12,53,10,253,297,2752,131,2934,1133,487,4,2225,7442,8010,"Hueytown city, Alabama",01,36448
271,2335,32,49,86,32,7,3,41,67,91,31,40,3,1767,498,0,70,0,0,33,482,3,601,91,33,0,381,1170,1165,"Huguley CDP, Alabama",01,36592
272,190501,1974,2207,3174,2226,1787,1233,2249,2691,3607,3093,2467,2312,118683,58742,655,4919,222,2556,10509,29020,1041,19087,32992,16049,2528,33458,89474,97359,"Huntsville city, Alabama",01,37000
273,514,0,8,22,8,1,1,7,12,27,6,10,20,200,311,3,0,0,0,4,122,4,85,23,9,0,126,190,322,"Hurtsboro town, Alabama",01,37096
274,460,2,8,10,6,3,5,4,12,10,3,1,3,445,0,3,5,0,5,5,67,1,98,16,7,1,56,225,235,"Hytop town, Alabama",01,37264
275,807,12,6,19,22,2,9,7,25,14,41,17,6,769,0,23,0,0,0,0,180,11,227,35,24,0,127,377,430,"Ider town, Alabama",01,37312
276,2578,30,53,96,43,9,25,87,100,47,58,42,23,2385,76,0,69,0,0,26,613,5,221,611,306,53,144,1267,1311,"Indian Springs Village city, Alabama",01,37465
277,12453,134,281,106,93,115,60,280,120,177,144,143,107,6497,4379,8,146,0,1245,1435,1760,62,2188,1746,667,159,2264,5678,6775,"Irondale city, Alabama",01,37864
278,915,26,0,16,0,0,9,0,8,9,27,0,9,897,10,0,0,0,0,0,104,0,234,69,17,0,8,406,509,"Ivalee CDP, Alabama",01,38032
279,4913,25,95,96,60,81,32,49,106,126,106,101,137,2487,2426,0,0,0,0,1,1014,4,1327,340,193,8,1586,2261,2560,"Jackson city, Alabama",01,38152
280,804,19,8,12,14,0,0,1,7,6,12,2,16,657,127,12,3,0,0,0,97,12,140,30,3,0,207,416,388,"Jacksons' Gap town, Alabama",01,38248
281,12731,146,138,175,141,46,61,103,185,252,137,90,196,9130,2996,16,172,0,62,193,1670,31,1093,1247,658,148,2870,5943,6588,"Jacksonville city, Alabama",01,38272
282,13854,174,241,358,135,109,125,172,246,326,296,245,246,11310,2114,2,161,0,0,398,2673,65,2594,1081,679,58,2655,6380,6885,"Jasper city, Alabama",01,38416
283,2618,30,32,46,18,13,9,34,15,42,20,17,37,1855,510,0,0,0,206,274,313,18,656,95,100,0,557,1200,1418,"Jemison city, Alabama",01,38608
284,570,0,10,0,0,13,0,0,28,20,0,11,33,570,0,0,0,0,0,0,115,0,96,0,38,0,176,219,351,"Joppa CDP, Alabama",01,39064
285,196,0,3,4,2,5,1,2,2,3,8,4,0,193,0,0,0,0,0,0,34,0,36,5,2,0,45,98,98,"Kansas town, Alabama",01,39280
286,215,8,0,12,0,5,4,7,0,0,12,15,0,189,26,0,0,0,0,8,63,1,68,1,0,0,53,118,97,"Kellyton town, Alabama",01,39472
287,458,3,5,14,10,11,13,3,2,13,14,16,7,366,88,0,0,0,0,44,111,6,122,41,23,4,47,233,225,"Kennedy town, Alabama",01,39520
288,1073,15,20,32,11,6,3,20,23,9,22,16,10,1026,47,0,0,0,0,97,187,18,159,132,55,9,147,532,541,"Killen town, Alabama",01,39784
289,2960,10,37,35,21,22,6,16,42,21,93,15,0,2683,193,0,7,0,0,27,318,0,658,240,188,7,189,1327,1633,"Kimberly city, Alabama",01,39856
290,2264,15,48,54,28,8,27,12,37,40,29,19,12,1050,1084,25,0,0,14,113,329,32,389,109,34,2,438,1085,1179,"Kinsey town, Alabama",01,40072
291,620,0,13,12,10,9,0,8,0,23,7,28,2,572,7,21,5,0,0,0,112,0,116,38,2,0,170,321,293,"Kinston town, Alabama",01,40096
292,2923,20,128,103,16,0,0,94,83,108,0,36,0,2410,310,0,17,0,66,84,588,15,675,120,60,0,968,1501,1422,"Ladonia CDP, Alabama",01,40648
293,2956,10,17,30,44,17,12,10,5,56,50,70,62,989,1822,5,26,0,110,145,383,34,705,167,81,0,564,1104,1601,"La Fayette city, Alabama",01,40672
294,170,6,1,4,2,3,1,2,2,1,3,0,4,157,0,0,13,0,0,0,29,0,43,4,6,0,40,74,96,"Lakeview town, Alabama",01,40888
295,2967,8,17,19,18,8,8,14,21,32,32,6,19,2586,318,3,8,0,41,48,202,8,389,427,91,4,35,1411,1556,"Lake View town, Alabama",01,40928
296,6341,80,103,105,44,17,68,98,150,173,125,130,193,2413,3792,0,0,0,57,236,1286,85,1377,569,168,0,1517,3061,3194,"Lanett city, Alabama",01,41296
297,253,1,5,25,10,0,4,1,12,31,5,5,6,243,8,0,0,0,0,2,105,2,89,27,10,4,43,123,130,"Langston town, Alabama",01,41368
298,11847,114,132,148,115,100,52,136,156,327,178,113,191,9589,1912,64,0,8,85,884,1762,84,1993,1492,513,117,1493,5849,5998,"Leeds city, Alabama",01,41968
299,1156,26,14,31,22,24,0,15,12,23,37,5,23,1150,0,0,0,0,0,8,232,6,221,75,20,13,127,638,518,"Leesburg town, Alabama",01,42016
300,990,9,9,39,21,7,0,14,13,29,8,20,2,478,490,0,0,0,8,20,171,6,282,22,22,8,129,437,553,"Leighton town, Alabama",01,42160
301,690,47,9,22,0,0,0,8,6,13,0,6,7,578,105,0,0,0,0,0,118,0,120,71,44,0,106,371,319,"Leroy CDP, Alabama",01,42304
302,179,1,2,2,2,3,0,2,1,1,0,3,3,177,0,0,2,0,0,0,20,0,71,9,9,0,15,90,89,"Lester town, Alabama",01,42352
303,2060,17,12,21,19,46,0,0,4,110,24,5,4,1557,175,43,106,6,0,236,262,19,321,153,49,0,215,892,1120,"Level Plains town, Alabama",01,42472
304,746,4,22,17,13,8,11,16,12,14,12,9,11,714,22,0,0,0,0,11,149,4,228,28,19,1,141,374,372,"Lexington town, Alabama",01,42640
305,111,3,2,0,7,2,0,4,3,2,0,0,7,111,0,0,0,0,0,0,30,0,26,9,7,0,1,57,54,"Libertyville town, Alabama",01,42808
306,1236,19,67,0,15,64,20,16,13,100,46,32,0,1194,0,25,17,0,0,0,392,17,358,69,16,0,92,551,651,"Lillian CDP, Alabama",01,42928
307,6544,112,94,86,71,34,9,59,164,91,89,48,54,4697,1580,0,33,0,24,24,911,112,1520,567,263,52,703,3237,3300,"Lincoln city, Alabama",01,43120
308,2014,39,23,31,31,31,9,38,63,35,109,70,56,1181,825,0,0,0,0,10,535,44,624,158,70,22,454,817,1069,"Linden city, Alabama",01,43240
309,2491,12,13,64,45,22,10,62,24,81,19,52,57,1449,946,69,0,0,15,100,461,16,458,102,85,0,315,1036,1342,"Lineville city, Alabama",01,43264
310,2040,20,23,13,21,6,10,20,33,35,35,10,21,534,1002,10,0,0,493,432,247,21,476,47,18,17,545,1069,971,"Lipscomb city, Alabama",01,43336
311,628,9,6,8,0,18,3,2,0,11,8,21,9,13,602,0,0,0,0,0,95,0,94,24,22,8,219,243,385,"Lisman town, Alabama",01,43384
312,1152,17,28,31,23,6,14,16,17,59,10,3,0,1099,4,26,2,0,0,18,224,25,301,14,13,4,191,515,637,"Littleville town, Alabama",01,43648
313,3416,37,30,0,29,7,6,32,91,77,47,68,60,1424,1600,0,392,0,0,0,484,0,350,303,158,11,1355,1468,1938,"Livingston city, Alabama",01,43720
314,268,2,3,6,1,0,1,7,2,2,4,0,0,165,92,4,4,0,0,14,28,0,45,38,11,2,73,127,141,"Loachapoka town, Alabama",01,43744
315,338,7,12,0,0,6,0,0,18,1,0,2,5,236,102,0,0,0,0,18,51,0,108,15,2,0,81,163,175,"Lockhart town, Alabama",01,43816
316,1386,19,45,22,18,24,0,43,10,11,24,20,7,1349,14,19,0,0,0,9,243,13,313,59,6,0,215,692,694,"Locust Fork town, Alabama",01,43888
317,1721,30,22,17,20,0,0,8,65,44,23,30,7,1622,43,0,0,0,9,42,266,25,297,140,29,0,186,870,800,"Lookout Mountain CDP, Alabama",01,44160
318,524,6,2,7,15,2,2,7,16,15,6,4,7,205,286,0,0,0,23,34,89,23,85,17,10,0,200,306,218,"Louisville town, Alabama",01,44344
319,100,4,0,3,8,4,0,0,3,7,0,3,2,95,5,0,0,0,0,0,34,0,8,15,9,0,6,47,53,"Lowndesboro town, Alabama",01,44536
320,1825,9,48,33,6,12,5,19,10,30,22,0,20,1564,194,24,14,0,29,205,214,12,308,155,51,0,357,858,967,"Loxley town, Alabama",01,44608
321,2769,13,79,26,95,20,18,29,63,55,76,58,76,1731,816,0,127,0,0,0,608,23,623,263,99,10,561,1185,1431,"Luverne city, Alabama",01,44728
322,526,0,10,24,23,4,2,2,16,23,22,11,8,520,0,0,0,0,0,40,145,4,98,35,6,0,118,241,285,"Lynn town, Alabama",01,44800
323,610,0,0,0,8,0,0,0,10,8,8,0,6,410,186,0,0,0,0,0,40,0,92,22,0,0,260,269,341,"McDonald Chapel CDP, Alabama",01,45208
324,215,0,0,0,28,0,0,13,9,20,9,0,26,27,188,0,0,0,0,13,105,4,73,0,0,0,42,109,106,"Macedonia CDP, Alabama",01,45316
325,384,5,3,6,7,0,0,0,2,7,3,0,6,111,225,47,0,0,0,1,39,0,88,51,8,0,17,153,231,"McIntosh town, Alabama",01,45472
326,437,8,7,7,0,0,0,7,2,16,7,0,2,259,174,2,0,0,0,0,56,12,115,14,7,2,125,207,230,"McKenzie town, Alabama",01,45496
327,6,0,0,0,0,0,0,1,0,0,0,1,1,0,6,0,0,0,0,0,3,1,0,2,0,0,2,0,6,"McMullen town, Alabama",01,45640
328,47079,247,453,692,450,239,140,478,390,818,323,419,482,34833,6980,295,2694,18,530,2382,5131,167,3415,10439,5512,840,2984,22910,23829,"Madison city, Alabama",01,45784
329,370,1,4,6,5,0,5,5,9,10,4,6,3,282,71,14,3,0,0,11,58,2,80,17,2,0,83,179,191,"Madrid town, Alabama",01,45904
330,715,26,39,32,40,7,12,11,32,40,25,7,15,680,11,0,14,0,0,23,286,0,121,194,48,11,71,352,363,"Magnolia Springs town, Alabama",01,46072
331,391,0,0,0,26,0,0,29,0,14,0,0,0,240,151,0,0,0,0,0,69,0,143,0,0,0,277,227,164,"Malcolm CDP, Alabama",01,46192
332,1949,7,47,46,17,21,6,8,17,53,29,30,4,1857,76,0,1,0,0,84,285,34,338,63,42,0,401,907,1042,"Malvern town, Alabama",01,46264
333,747,8,5,3,10,15,3,2,7,9,21,3,11,626,118,0,0,0,0,0,97,0,192,35,11,2,148,375,372,"Maplesville town, Alabama",01,46504
334,1926,0,0,0,37,17,0,18,0,19,35,42,0,1826,0,0,16,0,36,36,168,0,514,71,54,22,274,876,1050,"Marbury CDP, Alabama",01,46600
335,4653,10,22,0,64,0,0,9,22,1,13,53,0,3063,1086,0,21,0,275,515,194,0,717,369,161,0,97,2197,2423,"Margaret town, Alabama",01,46696
336,3433,64,49,34,3,34,38,28,23,118,25,34,96,1328,2062,7,23,0,13,36,546,68,382,172,84,23,1299,1491,1794,"Marion city, Alabama",01,46768
337,304,0,1,7,3,4,3,6,9,7,10,3,8,265,38,0,0,0,0,0,61,0,75,17,4,0,40,136,168,"Maytown town, Alabama",01,47728
338,9115,41,193,128,43,23,17,128,83,98,61,28,61,8685,266,0,107,0,15,136,904,14,578,2749,746,78,518,4264,4837,"Meadowbrook CDP, Alabama",01,47740
339,13,0,7,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,13,0,13,0,0,0,0,7,6,"Megargel CDP, Alabama",01,47848
340,31,0,0,0,8,0,0,3,4,2,0,0,1,0,31,0,0,0,0,0,18,3,2,3,0,0,21,11,20,"Memphis town, Alabama",01,48052
